date,close
2019-11-06,4270.670
2019-11-07,4283.190
2019-11-08,4274.700
2019-11-11,4197.010
2019-11-12,4208.520
2019-11-13,4188.020
2019-11-14,4189.980
2019-11-15,4146.260
2019-11-18,4188.180
2019-11-19,4232.610
2019-11-20,4198.800
2019-11-21,4195.590
2019-11-22,4180.090
2019-11-25,4235.130
2019-11-26,4226.170
2019-11-27,4204.760
2019-11-28,4191.530
2019-11-29,4183.410
2019-12-02,4197.950
2019-12-03,4214.650
2019-12-04,4193.250
2019-12-05,4212.480
2019-12-06,4219.050
2019-12-09,4237.100
2019-12-10,4234.710
2019-12-11,4261.170
2019-12-12,4266.670
2019-12-13,4306.340
2019-12-16,4338.630
2019-12-17,4372.290
2019-12-18,4363.930
2019-12-19,4369.590
2019-12-20,4349.850
2019-12-23,4295.550
2019-12-24,4319.650
2019-12-25,4313.730
2019-12-26,4362.730
2019-12-27,4354.550
2019-12-30,4412.570
2019-12-31,4440.590
2020-01-02,4503.090
2020-01-03,4501.640
2020-01-06,4485.780
2020-01-07,4522.220
2020-01-08,4469.480
2020-01-09,4525.870
2020-01-10,4508.800
2020-01-13,4540.440
2020-01-14,4545.160
2020-01-15,4521.730
2020-01-16,4498.100
2020-01-17,4500.000
2020-01-20,4505.390
2020-01-21,4422.560
2020-01-22,4438.050
2020-01-23,4318.040
2020-02-03,3933.390
2020-02-04,4015.710
2020-02-05,4062.180
2020-02-06,4113.110
2020-02-07,4127.120
2020-02-10,4189.890
2020-02-11,4204.230
2020-02-12,4231.000
2020-02-13,4205.110
2020-02-14,4236.910
2020-02-17,4324.800
2020-02-18,4333.750
2020-02-19,4316.450
2020-02-20,4377.590
2020-02-21,4394.180
2020-02-24,4363.600
2020-02-25,4320.080
2020-02-26,4318.040
2020-02-27,4323.530
2020-02-28,4189.410
2020-03-02,4354.650
2020-03-03,4353.840
2020-03-04,4409.940
2020-03-05,4464.610
2020-03-06,4411.640
2020-03-09,4274.940
2020-03-10,4351.120
2020-03-11,4313.090
2020-03-12,4235.850
2020-03-13,4169.400
2020-03-16,4040.050
2020-03-17,4025.370
2020-03-18,3967.100
2020-03-19,3927.060
2020-03-20,3981.640
2020-03-23,3866.570
2020-03-24,3962.090
2020-03-25,4044.260
2020-03-26,4004.610
2020-03-27,4033.940
2020-03-30,3982.030
2020-03-31,3975.140
2020-04-01,3950.950
2020-04-02,4005.220
2020-04-03,3984.080
2020-04-07,4057.710
2020-04-08,4054.290
2020-04-09,4065.450
2020-04-10,4023.080
2020-04-13,4012.590
2020-04-14,4063.710
2020-04-15,4041.390
2020-04-16,4029.000
2020-04-17,4040.920
2020-04-20,4064.310
2020-04-21,4039.700
2020-04-22,4056.440
2020-04-23,4043.860
2020-04-24,4019.420
2020-04-27,4042.990
2020-04-28,4018.510
2020-04-29,4053.950
2020-04-30,4090.120
2020-05-06,4094.200
2020-05-07,4100.480
2020-05-08,4132.810
2020-05-11,4134.940
2020-05-12,4121.510
2020-05-13,4125.910
2020-05-14,4082.370
2020-05-15,4067.700
2020-05-18,4064.580
2020-05-19,4089.540
2020-05-20,4057.070
2020-05-21,4034.880
2020-05-22,3965.220
2020-05-25,3985.390
2020-05-26,4016.350
2020-05-27,4033.750
2020-05-28,4026.000
2020-05-29,4002.180
2020-06-01,4082.190
2020-06-02,4091.530
2020-06-03,4091.710
2020-06-04,4104.480
2020-06-05,4088.890
2020-06-08,4092.070
2020-06-09,4107.680
2020-06-10,4080.980
2020-06-11,4043.160
2020-06-12,4035.690
2020-06-15,4001.990
2020-06-16,4070.160
2020-06-17,4076.770
2020-06-18,4108.190
2020-06-19,4115.030
2020-06-22,4083.960
2020-06-23,4083.410
2020-06-24,4082.310
2020-06-29,4060.800
2020-06-30,4089.540
2020-07-01,4162.950
2020-07-02,4256.980
2020-07-03,4298.950
2020-07-06,4526.020
2020-07-07,4503.780
2020-07-08,4556.280
2020-07-09,4592.610
2020-07-10,4487.610
2020-07-13,4608.960
2020-07-14,4584.580
2020-07-15,4498.990
2020-07-16,4355.260
2020-07-17,4378.350
2020-07-20,4568.270
2020-07-21,4558.650
2020-07-22,4553.990
2020-07-23,4499.980
2020-07-24,4331.900
2020-07-27,4320.270
2020-07-28,4361.520
2020-07-29,4433.820
2020-07-30,4431.130
2020-07-31,4468.900
2020-08-03,4555.770
2020-08-04,4568.550
2020-08-05,4565.910
2020-08-06,4564.090
2020-08-07,4529.170
2020-08-10,4587.980
2020-08-11,4541.770
2020-08-12,4513.000
2020-08-13,4529.990
2020-08-14,4563.880
2020-08-17,4658.840
2020-08-18,4666.230
2020-08-19,4621.760
2020-08-20,4586.650
2020-08-21,4582.400
2020-08-24,4608.750
2020-08-25,4605.180
2020-08-26,4528.430
2020-08-27,4555.340
2020-08-28,4635.480
2020-08-31,4610.920
2020-09-01,4619.730
2020-09-02,4615.780
2020-09-03,4608.700
2020-09-04,4595.510
2020-09-07,4542.950
2020-09-08,4569.350
2020-09-09,4500.090
2020-09-10,4458.300
2020-09-11,4476.860
2020-09-14,4496.220
2020-09-15,4516.890
2020-09-16,4515.310
2020-09-17,4532.700
2020-09-18,4602.240
2020-09-21,4574.170
2020-09-22,4508.260
2020-09-23,4514.730
2020-09-24,4429.380
2020-09-25,4403.590
2020-09-28,4399.770
2020-09-29,4417.630
2020-09-30,4395.750
2020-10-09,4492.470
2020-10-12,4603.850
2020-10-13,4612.960
2020-10-14,4612.210
2020-10-15,4593.670
2020-10-16,4605.440
2020-10-19,4572.350
2020-10-20,4576.700
2020-10-21,4561.580
2020-10-22,4524.950
2020-10-23,4488.640
2020-10-26,4495.540
2020-10-27,4479.050
2020-10-28,4478.580
2020-10-29,4502.060
2020-10-30,4433.770
2020-11-02,4476.990
2020-11-03,4532.880
2020-11-04,4558.120
2020-11-05,4636.840
2020-11-06,4644.210
2020-11-09,4720.270
2020-11-10,4705.110
2020-11-11,4726.290
2020-11-12,4752.840
2020-11-13,4721.190
2020-11-16,4819.830
2020-11-17,4852.260
2020-11-18,4870.900
2020-11-19,4850.430
2020-11-20,4875.340
2020-11-23,4943.560
2020-11-24,4924.320
2020-11-25,4856.130
2020-11-26,4837.000
2020-11-27,4871.060
2020-11-30,4817.820
2020-12-01,4883.220
2020-12-02,4891.280
2020-12-03,4856.700
2020-12-04,4849.950
2020-12-07,4800.940
2020-12-08,4786.760
2020-12-09,4727.480
2020-12-10,4735.410
2020-12-11,4706.940
2020-12-14,4674.220
2020-12-15,4664.900
2020-12-16,4645.770
2020-12-17,4692.570
2020-12-18,4713.290
2020-12-21,4728.490
2020-12-22,4620.270
2020-12-23,4622.760
2020-12-24,4580.110
2020-12-25,4612.860
2020-12-28,4582.140
2020-12-29,4543.630
2020-12-30,4562.000
2020-12-31,4595.590
2021-01-04,4611.310
2021-01-05,4621.520
2021-01-06,4632.200
2021-01-07,4600.770
2021-01-08,4614.180
2021-01-11,4562.990
2021-01-12,4600.210
2021-01-13,4593.390
2021-01-14,4576.910
2021-01-15,4603.720
2021-01-18,4638.680
2021-01-19,4663.320
2021-01-20,4656.540
2021-01-21,4676.950
2021-01-22,4626.210
2021-01-25,4559.480
2021-01-26,4530.270
2021-01-27,4533.910
2021-01-28,4469.680
2021-01-29,4431.620
2021-02-01,4482.100
2021-02-02,4512.330
2021-02-03,4475.740
2021-02-04,4431.300
2021-02-05,4447.250
2021-02-08,4492.180
2021-02-09,4548.470
2021-02-10,4581.270
2021-02-18,4692.450
2021-02-19,4774.450
2021-02-22,4826.080
2021-02-23,4789.960
2021-02-24,4737.760
2021-02-25,4805.210
2021-02-26,4705.620
2021-03-01,4801.200
2021-03-02,4759.480
2021-03-03,4870.280
2021-03-04,4832.920
2021-03-05,4802.390
2021-03-08,4760.410
2021-03-09,4721.340
2021-03-10,4696.050
2021-03-11,4803.300
2021-03-12,4843.120
2021-03-15,4854.550
2021-03-16,4886.430
2021-03-17,4863.280
2021-03-18,4880.970
2021-03-19,4832.370
2021-03-22,4898.570
2021-03-23,4828.340
2021-03-24,4753.190
2021-03-25,4735.620
2021-03-26,4794.540
2021-03-29,4848.200
2021-03-30,4841.740
2021-03-31,4827.200
2021-04-01,4865.110
2021-04-02,4836.830
2021-04-06,4857.900
2021-04-07,4899.550
2021-04-08,4888.850
2021-04-09,4893.540
2021-04-12,4871.150
2021-04-13,4828.810
2021-04-14,4864.070
2021-04-15,4869.290
2021-04-16,4928.350
2021-04-19,4958.260
2021-04-20,4955.390
2021-04-21,4950.170
2021-04-22,4971.050
2021-04-23,4956.210
2021-04-26,4921.290
2021-04-27,4922.710
2021-04-28,4952.550
2021-04-29,4981.260
2021-04-30,4956.500
2021-05-06,5029.410
2021-05-07,5037.870
2021-05-10,5080.900
2021-05-11,5033.750
2021-05-12,5080.380
2021-05-13,5016.720
2021-05-14,5051.420
2021-05-17,5043.010
2021-05-18,5070.850
2021-05-19,5068.850
2021-05-20,4994.910
2021-05-21,5009.730
2021-05-24,5042.460
2021-05-25,5105.870
2021-05-26,5136.140
2021-05-27,5152.810
2021-05-28,5160.210
2021-05-31,5204.730
2021-06-01,5236.080
2021-06-02,5209.300
2021-06-03,5205.280
2021-06-04,5179.990
2021-06-07,5170.730
2021-06-08,5142.360
2021-06-09,5157.380
2021-06-10,5169.690
2021-06-11,5147.630
2021-06-15,5105.450
2021-06-16,5038.750
