asset,total_return,cagr,maxdd,calmar,sharpe,n_trades,W,d,p,avg_hold
hongli,0.057904018084239395,0.0032475433683174515,-0.4151444403093566,0.007822683030266413,0.0931709012867792,174,1,0.02,0.02,6.850574712643678
hongli,-0.11348220050275937,-0.006914141308620447,-0.4240050679571461,-0.01630674213856155,0.03346195762482666,105,1,0.02,0.04,17.895238095238096
hongli,0.02481993254147774,0.0014131722716899109,-0.47821006372597363,0.0029551286743720517,0.09187660277108356,77,1,0.02,0.06,30.103896103896105
hongli,-0.021003902082817216,-0.0012219638346712136,-0.49902495033933536,-0.00244870288317304,0.08126363534689887,57,1,0.02,0.08,48.771929824561404
hongli,0.23513480674609832,0.012238256901532463,-0.4948318005579896,0.024732155224729248,0.1585320199017466,47,1,0.02,0.1,66.0
hongli,0.27529155572770425,0.014105425657572557,-0.4542407470330313,0.031052752862232424,0.16919810170460411,37,1,0.02,0.12000000000000001,88.25
hongli,0.6162145016953269,0.028038886034433386,-0.403070226855444,0.0695632774794085,0.24062029775104476,34,1,0.02,0.13999999999999999,99.48484848484848
hongli,0.8731570856393545,0.03681261792934731,-0.4346710007618575,0.08469076120749952,0.28245345521136656,29,1,0.02,0.16,124.35714285714286
hongli,1.1501147684991757,0.045080611207722665,-0.40716049222336537,0.11071951249875138,0.32140050864425834,25,1,0.02,0.18,136.41666666666666
hongli,1.1532372689863393,0.04516797191405186,-0.46069915300368736,0.09804222911972739,0.31969072160224576,22,1,0.02,0.19999999999999998,161.8095238095238
hongli,1.4265793681259376,0.05238750542725268,-0.45488750099875985,0.11516584938524284,0.3530675575110329,21,1,0.02,0.22,173.65
hongli,1.680773255253945,0.05844374496358418,-0.4407908674851144,0.13258837529241196,0.3768815450059735,20,1,0.02,0.24,204.0
hongli,1.8477177557420679,0.06213329723946148,-0.4335589055468181,0.14330993192516026,0.3922442870870618,19,1,0.02,0.26,217.44444444444446
hongli,1.9775246718103752,0.06486381416125231,-0.41667035112373363,0.1556717774286524,0.4029996096656949,17,1,0.02,0.28,246.875
hongli,1.227092627039366,0.0472002203762405,-0.41667035112373363,0.11327952720644625,0.3239435666054586,14,1,0.02,0.30000000000000004,303.6923076923077
hongli,1.372332672119418,0.051017903339219295,-0.4130359311089846,0.12351928608786723,0.3391571832206458,12,1,0.02,0.32,261.8181818181818
hongli,1.2855750581611387,0.04876489065143663,-0.4130359311089846,0.11806452412143634,0.3292687250833581,11,1,0.02,0.34,279.9
hongli,0.9705554914517214,0.03984428039531873,-0.4650853914322699,0.08567089211857395,0.28918095308753977,9,1,0.02,0.36000000000000004,362.875
hongli,1.2403981166515052,0.04755957661780541,-0.4650853914322699,0.10225988064544805,0.3230155194106438,9,1,0.02,0.38,366.625
hongli,1.139567167944676,0.04478462585493137,-0.4650853914322698,0.09629334027674645,0.3100844605652046,7,1,0.02,0.4,487.6666666666667
